778.54883	0.01425
781.3457	0.02095
784.14258	0.01113
786.9375	0.01371
789.73242	0.00844
792.52539	0.01529
795.31836	0.0096
798.11133	0.01274
800.90234	0.01256
803.69141	0.01515
806.48242	0.00932
809.26953	0.01758
812.05859	0.00939
814.8457	0.01268
817.63086	0.01943
820.41602	0.0053
823.20117	0.01993
825.98438	0.02351
828.76563	0.03138
831.54883	0.02818
834.33008	0.03218
837.10938	0.03467
839.88867	0.03105
842.66602	0.02661
845.44336	0.03132
848.2207	0.02826
850.99609	0.03727
853.77148	0.04769
856.54492	0.04436
859.31836	0.03228
862.0918	0.02742
864.86328	0.03854
867.63281	0.02298
870.4043	0.02202
873.17188	0.02968
875.94141	0.029
878.70898	0.02818
881.47461	0.03516
884.24023	0.02905
887.00586	0.0373
889.76953	0.02882
892.53125	0.03289
895.29492	0.03836
898.05469	0.02668
900.81641	0.03341
903.57617	0.02564
906.33398	0.03238
909.0918	0.02502
911.84961	0.02213
914.60547	0.02903
917.36133	0.02544
920.11719	0.02382
922.87109	0.03717
925.62305	0.03051
928.375		0.03268
931.12695	0.0305
933.87695	0.02931
936.62695	0.03863
939.375		0.03437
942.12305	0.0402
944.87109	0.04421
947.61719	0.02971
950.36133	0.0319
953.10742	0.04014
955.84961	0.03631
958.59375	0.04427
961.33594	0.03722
964.07617	0.03873
966.81641	0.03252
969.55664	0.03291
972.29492	0.03064
975.0332	0.02668
977.76953	0.03018
980.50586	0.03285
983.24219	0.03171
985.97656	0.02565
988.70898	0.03734
991.44336	0.04158
994.17383	0.03186
996.90625	0.03116
999.63672	0.03922
1002.36523	0.06338
1005.09375	0.08402
1007.82227	0.07348
1010.54883	0.05021
1013.27539	0.03965
1016		0.04153
1018.72461	0.02886
1021.44922	0.02607
1024.17188	0.02245
1026.89453	0.02618
1029.61523	0.02766
1032.33594	0.03537
1035.05469	0.0319
1037.77344	0.03212
1040.49023	0.0356
1043.20898	0.03242
1045.92383	0.03038
1048.64063	0.03275
1051.35352	0.02916
1054.06836	0.0426
1056.78125	0.03647
1059.49219	0.03928
1062.20508	0.03741
1064.91406	0.02716
1067.625	0.02927
1070.33398	0.03965
1073.04102	0.04107
